complete_address,city,price_total,price,rent,rent_sqm,sqm,is_furnished,coords,travel_time
"Dąb, Katowice, śląskie","Katowice, śląskie",3800.0,3250.0,550.0,84.44,45.0,True,"(50.27602295, 18.99200291024328)",38
"ul. Tysiąclecia, Kasprzak, Gołonóg Południowy, Dąbrowa Górnicza, śląskie","Dąbrowa Górnicza, śląskie",1900.0,1350.0,550.0,59.38,32.0,True,"(50.330374, 19.1848234)",32
"ul. Tysiąclecia, Osiedle Tysiąclecia, Katowice, śląskie","Katowice, śląskie",1690.0,1690.0,,34.49,49.0,True,"(50.2576071, 19.0171456)",38
"ul. Mikołaja Adamka, Łagiewniki, Bytom, śląskie","Bytom, śląskie",2056.0,1600.0,456.0,39.54,52.0,True,"(50.342812, 18.9120743)",31
"ul. Wincentego Styczyńskiego, Śródmieście, Katowice, śląskie","Katowice, śląskie",3100.0,2200.0,900.0,64.58,48.0,True,"(50.2576071, 19.0171456)",38
"Dębowe Tarasy, Dąb, Katowice, śląskie","Katowice, śląskie",3800.0,3250.0,550.0,84.44,45.0,True,"(50.2576071, 19.0171456)",38
"ul. Dębowa, Dąb, Katowice, śląskie","Katowice, śląskie",2730.0,2480.0,250.0,109.2,25.0,True,"(50.2576071, 19.0171456)",38
"ul. Generała Władysława Andersa, Szopienice-Burowiec, Katowice, śląskie","Katowice, śląskie",2600.0,2600.0,,56.52,46.0,True,"(50.2576071, 19.0171456)",38
"ul. Sokolska, Śródmieście, Katowice, śląskie","Katowice, śląskie",3700.0,3000.0,700.0,80.43,46.0,True,"(50.2576071, 19.0171456)",38
"Wełnowiec-Józefowiec, Katowice, śląskie","Katowice, śląskie",2015.0,1600.0,415.0,40.3,50.0,True,"(50.2911077, 19.00786748480725)",35
"ul. Klonowa, Koszutka, Katowice, śląskie","Katowice, śląskie",4200.0,3400.0,800.0,44.21,95.0,False,"(50.2576071, 19.0171456)",38
"ul. Henryka Dąbrowskiego, Mydlice Północne, Mydlice, Dąbrowa Górnicza, śląskie","Dąbrowa Górnicza, śląskie",2250.0,1600.0,650.0,32.61,69.0,True,"(50.330374, 19.1848234)",32
"ul. Józefa Kwietniewskiego, Śródmieście, Bytom, śląskie","Bytom, śląskie",2000.0,2000.0,,28.99,69.0,False,"(50.342812, 18.9120743)",31
"ul. Klimczoka, Załęże, Katowice, śląskie","Katowice, śląskie",2600.0,1950.0,650.0,42.62,61.0,True,"(50.2576071, 19.0171456)",38
"ul. Strzelecka, Śródmieście, Katowice, śląskie","Katowice, śląskie",3050.0,2550.0,500.0,84.72,36.0,True,"(50.2576071, 19.0171456)",38
"ul. Bohaterów Monte Cassino, Zawodzie, Katowice, śląskie","Katowice, śląskie",2399.0,1899.0,500.0,42.09,57.0,True,"(50.2576071, 19.0171456)",38
"ul. Władysława Stanisława Reymonta, Reden, Reden, Dąbrowa Górnicza, śląskie","Dąbrowa Górnicza, śląskie",2500.0,2400.0,100.0,45.45,55.0,True,"(50.330374, 19.1848234)",32
"Śródmieście, Bytom, śląskie","Bytom, śląskie",1800.0,1300.0,500.0,72.0,25.0,True,"(50.3593826, 18.9223843)",26
"ul. Michała Grażyńskiego, Koszutka, Katowice, śląskie","Katowice, śląskie",2900.0,2300.0,600.0,60.42,48.0,True,"(50.2576071, 19.0171456)",38
"Osiedle Rycerskie, Będzin, będziński, śląskie","będziński, śląskie",2740.0,2200.0,540.0,59.57,46.0,False,"(50.3223981, 19.1290407)",30
"Dąb, Katowice, śląskie","Katowice, śląskie",3200.0,2700.0,500.0,72.73,44.0,True,"(50.27602295, 18.99200291024328)",38
"Dziewiąty, Zielona Pogoria, Dąbrowa Górnicza, śląskie","Dąbrowa Górnicza, śląskie",4315.0,3500.0,815.0,67.42,64.0,True,"(50.330374, 19.1848234)",32
"ul. Marcina Kasprzaka, Górka Gołonoska, Gołonóg Wschodni, Dąbrowa Górnicza, śląskie","Dąbrowa Górnicza, śląskie",2148.0,1400.0,748.0,41.31,52.0,True,"(50.330374, 19.1848234)",32
"Osiedle Generała Jerzego Ziętka, Bytom, śląskie","Bytom, śląskie",2600.0,2600.0,,32.5,80.0,True,"(50.3930975, 18.885939)",30
"ul. Marcina Szeligiewicza, Śródmieście, Katowice, śląskie","Katowice, śląskie",2501.0,2500.0,1.0,40.34,62.0,True,"(50.2576071, 19.0171456)",38
"ul. Sokolska, Śródmieście, Katowice, śląskie","Katowice, śląskie",2900.0,2900.0,,69.05,42.0,True,"(50.2576071, 19.0171456)",38
"pl. Słowiański, Śródmieście, Bytom, śląskie","Bytom, śląskie",2299.0,2299.0,,26.43,87.0,True,"(50.3537157, 18.9246167)",26
"ul. Szybowcowa, Osiedle Paderewskiego-Muchowiec, Katowice, śląskie","Katowice, śląskie",3100.0,2600.0,500.0,64.58,48.0,True,"(50.2576071, 19.0171456)",38
"ul. Johna Baildona, Dąb, Katowice, śląskie","Katowice, śląskie",3400.0,3400.0,,56.67,60.0,True,"(50.2576071, 19.0171456)",38
"ul. Bytkowska, Wełnowiec-Józefowiec, Katowice, śląskie","Katowice, śląskie",3300.0,2800.0,500.0,84.62,39.0,True,"(50.2576071, 19.0171456)",38
"Śródmieście, Katowice, śląskie","Katowice, śląskie",3415.0,2700.0,715.0,75.89,45.0,True,"(50.259795, 19.0217063)",37
"ul. Ułańska, Osiedle Tysiąclecia, Katowice, śląskie","Katowice, śląskie",2600.0,1700.0,900.0,52.0,50.0,True,"(50.2576071, 19.0171456)",38
"ul. Żytnia, Pogoń, Sosnowiec, śląskie","Sosnowiec, śląskie",1750.0,1750.0,,54.69,32.0,True,"(50.27895, 19.1263859)",35
"Orzech, Świerklaniec, tarnogórski, śląskie","tarnogórski, śląskie",3700.0,2900.0,800.0,49.33,75.0,True,"(50.4301475, 18.9237211)",20
"Nova Środula, Środula, Sosnowiec, śląskie","Sosnowiec, śląskie",2350.0,2000.0,350.0,67.14,35.0,True,"(50.2841833, 19.1477363)",36
"ul. Chorzowska, Osiedle Tysiąclecia, Katowice, śląskie","Katowice, śląskie",2500.0,1850.0,650.0,100.0,25.0,True,"(50.2576071, 19.0171456)",38
"ul. Jana Sobieskiego, Stary Sosnowiec, Sosnowiec, śląskie","Sosnowiec, śląskie",1920.0,1450.0,470.0,58.18,33.0,False,"(50.27895, 19.1263859)",35
"Osiedle Paderewskiego-Muchowiec, Katowice, śląskie","Katowice, śląskie",2000.0,2000.0,,66.67,30.0,True,"(50.251319, 19.0320693)",36
"Śródmieście, Katowice, śląskie","Katowice, śląskie",2900.0,2900.0,,26.85,108.0,True,"(50.259795, 19.0217063)",37
"ul. Modrzejowska 26, Centrum / Śródmieście, Sosnowiec, śląskie","Sosnowiec, śląskie",1290.0,1290.0,,33.95,38.0,False,"(50.27895, 19.1263859)",35
"ul. Staropogońska, Pogoń, Sosnowiec, śląskie","Sosnowiec, śląskie",1880.0,1300.0,580.0,62.67,30.0,True,"(50.27895, 19.1263859)",35
"ul. Widok, Dąb, Katowice, śląskie","Katowice, śląskie",2320.0,1900.0,420.0,61.05,38.0,True,"(50.2576071, 19.0171456)",38
"ul. Strzelecka, Śródmieście, Katowice, śląskie","Katowice, śląskie",3150.0,2600.0,550.0,82.89,38.0,True,"(50.2576071, 19.0171456)",38
"ul. Opolska, Śródmieście, Katowice, śląskie","Katowice, śląskie",3100.0,2500.0,600.0,75.61,41.0,True,"(50.2576071, 19.0171456)",38
"Osiedle Tysiąclecia, Katowice, śląskie","Katowice, śląskie",1800.0,1800.0,,69.23,26.0,True,"(50.2727182, 18.9824049)",41
"ul. Elizy Orzeszkowej, Reden, Reden, Dąbrowa Górnicza, śląskie","Dąbrowa Górnicza, śląskie",2300.0,1600.0,700.0,46.0,50.0,True,"(50.330374, 19.1848234)",32
"ul. Wita Stwosza 6, Śródmieście, Katowice, śląskie","Katowice, śląskie",3001.0,3000.0,1.0,66.69,45.0,True,"(50.2576071, 19.0171456)",38
"ul. ks. Piotra Skargi, Śródmieście, Katowice, śląskie","Katowice, śląskie",3000.0,3000.0,,35.71,84.0,True,"(50.2576071, 19.0171456)",38
"ul. Stefana Batorego, Śródmieście, Katowice, śląskie","Katowice, śląskie",3400.0,2900.0,500.0,50.75,67.0,True,"(50.2576071, 19.0171456)",38
"ul. Michała Grażyńskiego, Koszutka, Katowice, śląskie","Katowice, śląskie",2900.0,2300.0,600.0,60.42,48.0,True,"(50.2576071, 19.0171456)",38
"Czeladź, będziński, śląskie","będziński, śląskie",2150.0,1900.0,250.0,51.19,42.0,True,"(50.31879875, 19.09582409097177)",29
"ul. Meteorologów, Brynów-Osiedle Zgrzebnioka, Katowice, śląskie","Katowice, śląskie",3320.0,2700.0,620.0,103.75,32.0,False,"(50.2576071, 19.0171456)",38
"ul. Francuska 31, Śródmieście, Katowice, śląskie","Katowice, śląskie",1580.0,1300.0,280.0,75.24,21.0,True,"(50.2576071, 19.0171456)",38
"ul. Kaliska, Sielec, Sosnowiec, śląskie","Sosnowiec, śląskie",3900.0,3200.0,700.0,53.42,73.0,True,"(50.27895, 19.1263859)",35
"Chorzów II, Chorzów, śląskie","Chorzów, śląskie",2800.0,2800.0,,43.75,64.0,True,"(50.2947346, 18.934470080269552)",39
"ul. Szybowcowa, Śródmieście, Katowice, śląskie","Katowice, śląskie",3842.0,3000.0,842.0,67.4,57.0,True,"(50.2576071, 19.0171456)",38
"Brodway, Gołonóg Północny, Dąbrowa Górnicza, śląskie","Dąbrowa Górnicza, śląskie",2300.0,1800.0,500.0,46.0,50.0,False,"(50.330374, 19.1848234)",32
"ul. Jana Wysockiego, Mysłowice, śląskie","Mysłowice, śląskie",2335.0,1850.0,485.0,64.86,36.0,True,"(50.2171942, 19.1235153)",36
"Radzionków, tarnogórski, śląskie","tarnogórski, śląskie",1390.0,1290.0,100.0,46.33,30.0,False,"(50.4086908, 18.9149614)",25
"ul. Gliwicka 13, Śródmieście, Bytom, śląskie","Bytom, śląskie",1860.0,1400.0,460.0,58.12,32.0,True,"(50.342812, 18.9120743)",31
"ul. Ceglana, Brynów-Osiedle Zgrzebnioka, Katowice, śląskie","Katowice, śląskie",3069.0,2399.0,670.0,68.2,45.0,True,"(50.2576071, 19.0171456)",38
"Bogucice, Katowice, śląskie","Katowice, śląskie",1901.0,1900.0,1.0,26.04,73.0,True,"(50.2640125, 19.03398230220011)",34
"ul. Cicha, Dąb, Katowice, śląskie","Katowice, śląskie",2500.0,2500.0,,62.5,40.0,True,"(50.2576071, 19.0171456)",38
"ul. gen. Kazimierza Pułaskiego, Osiedle Paderewskiego-Muchowiec, Katowice, śląskie","Katowice, śląskie",3607.0,3600.0,7.0,64.41,56.0,True,"(50.2576071, 19.0171456)",38
"Pogoń, Sosnowiec, śląskie","Sosnowiec, śląskie",2400.0,1500.0,900.0,50.0,48.0,False,"(50.301919850000004, 19.132456365631022)",28
"ul. Józefa Jainty, Śródmieście, Bytom, śląskie","Bytom, śląskie",1999.0,1999.0,,23.52,85.0,False,"(50.342812, 18.9120743)",31
"ul. Wincentego Janasa, Załęże, Katowice, śląskie","Katowice, śląskie",2201.0,2200.0,1.0,48.91,45.0,True,"(50.2576071, 19.0171456)",38
"ul. Szybowcowa, Osiedle Paderewskiego-Muchowiec, Katowice, śląskie","Katowice, śląskie",5500.0,5500.0,,59.78,92.0,True,"(50.2576071, 19.0171456)",38
"al. Zwycięstwa, Centrum / Śródmieście, Sosnowiec, śląskie","Sosnowiec, śląskie",3501.0,3500.0,1.0,47.31,74.0,True,"(50.27895, 19.1263859)",35
"Osiedle Paderewskiego-Muchowiec, Katowice, śląskie","Katowice, śląskie",2500.0,2500.0,,55.56,45.0,True,"(50.251319, 19.0320693)",36
"ul. Johna Baildona 2, Dąb, Katowice, śląskie","Katowice, śląskie",4600.0,3800.0,800.0,95.83,48.0,True,"(50.2576071, 19.0171456)",38
"ul. gen. Tadeusza Bora-Komorowskiego, Zagórze Południe, Sosnowiec, śląskie","Sosnowiec, śląskie",4950.0,4000.0,950.0,60.37,82.0,True,"(50.27895, 19.1263859)",35
"ul. Michała Spisaka, Tworzeń, Gołonóg Wschodni, Dąbrowa Górnicza, śląskie","Dąbrowa Górnicza, śląskie",2400.0,2400.0,,58.54,41.0,True,"(50.330374, 19.1848234)",32
"ul. Sokolska, Śródmieście, Katowice, śląskie","Katowice, śląskie",7501.0,7500.0,1.0,81.53,92.0,True,"(50.2576071, 19.0171456)",38
"ul. Brzezińska, Rozbark, Bytom, śląskie","Bytom, śląskie",1700.0,1300.0,400.0,38.64,44.0,True,"(50.342812, 18.9120743)",31
"ul. Jodłowa, Świętochłowice, śląskie","Świętochłowice, śląskie",1799.0,1200.0,599.0,48.62,37.0,True,"(50.2889563, 18.9183888)",43
"ul. Plebiscytowa 24, Śródmieście, Katowice, śląskie","Katowice, śląskie",3951.0,3950.0,1.0,56.44,70.0,True,"(50.2576071, 19.0171456)",38
"ul. 1 Maja, Zawodzie, Katowice, śląskie","Katowice, śląskie",2200.0,2200.0,,28.57,77.0,True,"(50.2576071, 19.0171456)",38
"ul. Alfonsa Zgrzebnioka, Brynów-Osiedle Zgrzebnioka, Katowice, śląskie","Katowice, śląskie",4300.0,3500.0,800.0,50.59,85.0,True,"(50.2576071, 19.0171456)",38
"Mydlice Południowe, Mydlice, Dąbrowa Górnicza, śląskie","Dąbrowa Górnicza, śląskie",1500.0,600.0,900.0,40.54,37.0,False,"(50.330374, 19.1848234)",32
"Ząbkowice, Ząbkowice, Dąbrowa Górnicza, śląskie","Dąbrowa Górnicza, śląskie",1940.0,1650.0,290.0,47.32,41.0,True,"(50.3665939, 19.2646845)",25
"Śródmieście, Katowice, śląskie","Katowice, śląskie",2300.0,2300.0,,62.16,37.0,True,"(50.259795, 19.0217063)",37
"Dańdówka, Sosnowiec, śląskie","Sosnowiec, śląskie",2150.0,1700.0,450.0,47.78,45.0,True,"(50.2686711, 19.1758234)",39
"ul. Kazimierza Wielkiego, Centrum, Chorzów, śląskie","Chorzów, śląskie",1740.0,890.0,850.0,52.73,33.0,True,"(50.2537455, 18.9383126)",40
"Śródmieście, Katowice, śląskie","Katowice, śląskie",4100.0,3500.0,600.0,85.42,48.0,True,"(50.259795, 19.0217063)",37
"ul. Johna Baildona, Dąb, Katowice, śląskie","Katowice, śląskie",5801.0,5800.0,1.0,72.51,80.0,True,"(50.2576071, 19.0171456)",38
"ul. Józefa Skalskiego 10, Będzin, będziński, śląskie","będziński, śląskie",2300.0,1600.0,700.0,54.76,42.0,True,"(50.31724945, 19.138881491319484)",32
"ul. Johna Baildona, Dąb, Katowice, śląskie","Katowice, śląskie",4500.0,4500.0,,69.23,65.0,True,"(50.2576071, 19.0171456)",38
"ul. 11 Listopada, Klimontów, Sosnowiec, śląskie","Sosnowiec, śląskie",2464.0,2000.0,464.0,42.48,58.0,True,"(50.27895, 19.1263859)",35
"ul. Szybowcowa, Osiedle Paderewskiego-Muchowiec, Katowice, śląskie","Katowice, śląskie",4950.0,4000.0,950.0,67.81,73.0,False,"(50.2576071, 19.0171456)",38
"ul. Warszawska, Centrum / Śródmieście, Sosnowiec, śląskie","Sosnowiec, śląskie",2100.0,1800.0,300.0,63.64,33.0,True,"(50.27895, 19.1263859)",35
"ul. Władysława Łokietka, Bytków, Siemianowice Śląskie, śląskie","Siemianowice Śląskie, śląskie",3350.0,2800.0,550.0,74.44,45.0,True,"(50.2987309, 19.035211)",31
"Centrum, Chorzów, śląskie","Chorzów, śląskie",400.0,400.0,,4.88,82.0,True,"(50.2916931, 18.942978)",39
"ul. Kozielska, Śródmieście, Katowice, śląskie","Katowice, śląskie",2763.0,2400.0,363.0,67.39,41.0,True,"(50.2576071, 19.0171456)",38
"ul. Warszawska 10, Centrum / Śródmieście, Sosnowiec, śląskie","Sosnowiec, śląskie",1090.0,1090.0,,37.59,29.0,False,"(50.27895, 19.1263859)",35
"ul. Ceglana 55, Brynów-Osiedle Zgrzebnioka, Katowice, śląskie","Katowice, śląskie",4901.0,4900.0,1.0,61.26,80.0,True,"(50.2576071, 19.0171456)",38
"Piekary Śląskie, śląskie","Piekary Śląskie, śląskie",1450.0,1050.0,400.0,38.16,38.0,True,"(50.3686759, 18.9325362)",25
"ul. Matki Teresy Kierocińskiej, Stary Sosnowiec, Sosnowiec, śląskie","Sosnowiec, śląskie",2100.0,2100.0,,38.89,54.0,True,"(50.27895, 19.1263859)",35
"ul. Zamkowa, Janów-Nikiszowiec, Katowice, śląskie","Katowice, śląskie",2500.0,1700.0,800.0,46.3,54.0,True,"(50.2576071, 19.0171456)",38
"Dąb, Katowice, śląskie","Katowice, śląskie",2701.0,2700.0,1.0,47.39,57.0,False,"(50.27602295, 18.99200291024328)",38
"ul. Wyzwolenia, Szombierki, Bytom, śląskie","Bytom, śląskie",1825.0,1300.0,525.0,39.67,46.0,True,"(50.342812, 18.9120743)",31
"Dąb, Katowice, śląskie","Katowice, śląskie",12002.0,12000.0,2.0,85.73,140.0,False,"(50.27602295, 18.99200291024328)",38
"ul. Biała Przemsza, Niwka, Sosnowiec, śląskie","Sosnowiec, śląskie",2301.0,2300.0,1.0,30.28,76.0,True,"(50.27895, 19.1263859)",35
"ul. Karoliny 11, Bogucice, Katowice, śląskie","Katowice, śląskie",2700.0,2700.0,,60.0,45.0,True,"(50.2576071, 19.0171456)",38
"ul. Stanisława Moniuszki 14, Śródmieście, Katowice, śląskie","Katowice, śląskie",5800.0,4900.0,900.0,87.88,66.0,True,"(50.2576071, 19.0171456)",38
"Pierwsza Dzielnica, ulica Góreckiego, Bogucice, Katowice, śląskie","Katowice, śląskie",4500.0,4500.0,,67.16,67.0,False,"(50.2576071, 19.0171456)",38
"ul. Szybowcowa, Osiedle Paderewskiego-Muchowiec, Katowice, śląskie","Katowice, śląskie",6500.0,6500.0,,68.42,95.0,False,"(50.2576071, 19.0171456)",38
"ul. Fryderyka Chopina, Mysłowice, śląskie","Mysłowice, śląskie",3200.0,2300.0,900.0,53.33,60.0,True,"(50.2171942, 19.1235153)",36
"Śródmieście, Katowice, śląskie","Katowice, śląskie",3500.0,3500.0,,25.0,140.0,True,"(50.259795, 19.0217063)",37
"ul. Meteorologów, Brynów-Osiedle Zgrzebnioka, Katowice, śląskie","Katowice, śląskie",3550.0,2800.0,750.0,78.89,45.0,True,"(50.2576071, 19.0171456)",38
"ul. Wita Stwosza, Śródmieście, Katowice, śląskie","Katowice, śląskie",3000.0,2300.0,700.0,52.63,57.0,True,"(50.2576071, 19.0171456)",38
"ul. Plebiscytowa, Śródmieście, Katowice, śląskie","Katowice, śląskie",3750.0,3750.0,,32.89,114.0,True,"(50.2576071, 19.0171456)",38
"ul. Johna Baildona, Dąb, Katowice, śląskie","Katowice, śląskie",2400.0,2400.0,,72.73,33.0,True,"(50.2576071, 19.0171456)",38
"ul. Elizy Orzeszkowej, Reden, Reden, Dąbrowa Górnicza, śląskie","Dąbrowa Górnicza, śląskie",5070.0,4500.0,570.0,58.28,87.0,True,"(50.330374, 19.1848234)",32
"ul. Karola Szymanowskiego, Śródmieście, Bytom, śląskie","Bytom, śląskie",4250.0,3400.0,850.0,39.35,108.0,True,"(50.342812, 18.9120743)",31
"Centrum, Chorzów, śląskie","Chorzów, śląskie",5700.0,5700.0,,81.43,70.0,True,"(50.2916931, 18.942978)",39
"Osiedle Tysiąclecia, Katowice, śląskie","Katowice, śląskie",2600.0,2600.0,,68.42,38.0,True,"(50.2727182, 18.9824049)",41
"Dąb, Katowice, śląskie","Katowice, śląskie",5500.0,5500.0,,47.83,115.0,True,"(50.27602295, 18.99200291024328)",38
"ul. gen. Henryka Dąbrowskiego, Piekary Śląskie, śląskie","Piekary Śląskie, śląskie",1500.0,1500.0,,57.69,26.0,True,"(50.3686759, 18.9325362)",25
"ul. Plebiscytowa, Śródmieście, Katowice, śląskie","Katowice, śląskie",1600.0,1600.0,,80.0,20.0,False,"(50.2576071, 19.0171456)",38
"Szopienice-Burowiec, Katowice, śląskie","Katowice, śląskie",3800.0,3100.0,700.0,95.0,40.0,True,"(50.2626409, 19.0948489)",35
"ul. gen. Józefa Sowińskiego, Osiedle Paderewskiego-Muchowiec, Katowice, śląskie","Katowice, śląskie",2217.0,1850.0,367.0,44.34,50.0,True,"(50.2576071, 19.0171456)",38
"ul. Graniczna, Osiedle Paderewskiego-Muchowiec, Katowice, śląskie","Katowice, śląskie",2001.0,2000.0,1.0,35.73,56.0,True,"(50.2576071, 19.0171456)",38
"ul. Wojciecha, Giszowiec, Katowice, śląskie","Katowice, śląskie",2501.0,2500.0,1.0,41.68,60.0,True,"(50.2576071, 19.0171456)",38
"ul. Stanisława Moniuszki 14, Śródmieście, Katowice, śląskie","Katowice, śląskie",5800.0,4900.0,900.0,87.88,66.0,True,"(50.2576071, 19.0171456)",38
"Górka Gołonoska, Gołonóg Wschodni, Dąbrowa Górnicza, śląskie","Dąbrowa Górnicza, śląskie",2230.0,1800.0,430.0,74.33,30.0,True,"(50.330374, 19.1848234)",32
"ul. Karoliny, Bogucice, Katowice, śląskie","Katowice, śląskie",2400.0,1700.0,700.0,96.0,25.0,True,"(50.2576071, 19.0171456)",38
"ul. Klimontowska, Sielec, Sosnowiec, śląskie","Sosnowiec, śląskie",3550.0,3000.0,550.0,68.27,52.0,True,"(50.27895, 19.1263859)",35
"Janów-Nikiszowiec, Katowice, śląskie","Katowice, śląskie",2900.0,2200.0,700.0,46.77,62.0,True,"(50.2447897, 19.0938788)",36
"Zawodzie, Katowice, śląskie","Katowice, śląskie",1050.0,800.0,250.0,150.0,7.0,False,"(50.2614914, 19.067081658699383)",36
"Zawodzie, Katowice, śląskie","Katowice, śląskie",1250.0,1000.0,250.0,125.0,10.0,False,"(50.2614914, 19.067081658699383)",36
"ul. Żwirki i Wigury, Śródmieście, Katowice, śląskie","Katowice, śląskie",4401.0,4400.0,1.0,33.85,130.0,False,"(50.2576071, 19.0171456)",38
"Koszutka, Katowice, śląskie","Katowice, śląskie",2800.0,2200.0,600.0,93.33,30.0,False,"(50.2679049, 19.0216151)",36
"Koszutka, Katowice, śląskie","Katowice, śląskie",3200.0,2500.0,700.0,71.11,45.0,True,"(50.2679049, 19.0216151)",36
"ul. Legionów, Czeladź, będziński, śląskie","będziński, śląskie",1400.0,900.0,500.0,46.67,30.0,True,"(50.31724945, 19.138881491319484)",32
"ul. Tysiąclecia, Osiedle Tysiąclecia, Katowice, śląskie","Katowice, śląskie",1900.0,1900.0,,38.78,49.0,False,"(50.2576071, 19.0171456)",38
"ul. Czeladzka, Pogoń, Sosnowiec, śląskie","Sosnowiec, śląskie",2025.0,1700.0,325.0,67.5,30.0,False,"(50.27895, 19.1263859)",35
"Ostrowy Górnicze, Sosnowiec, śląskie","Sosnowiec, śląskie",3500.0,3500.0,,52.24,67.0,False,"(50.2824381, 19.2623221)",37
"ul. 17 Sierpnia, Chorzów Stary, Chorzów, śląskie","Chorzów, śląskie",3370.0,2700.0,670.0,59.12,57.0,True,"(50.2537455, 18.9383126)",40
"Centrum / Śródmieście, Sosnowiec, śląskie","Sosnowiec, śląskie",1601.0,1600.0,1.0,25.02,64.0,True,"(50.30136995, 19.137234784534655)",28
"Koszutka, Katowice, śląskie","Katowice, śląskie",1551.0,1550.0,1.0,55.39,28.0,True,"(50.2679049, 19.0216151)",36
"ul. Plebiscytowa, Śródmieście, Katowice, śląskie","Katowice, śląskie",1701.0,1700.0,1.0,53.16,32.0,True,"(50.2576071, 19.0171456)",38
"ul. Jana Ludygi, Piekary Śląskie, śląskie","Piekary Śląskie, śląskie",1645.0,1000.0,645.0,34.27,48.0,False,"(50.3686759, 18.9325362)",25
"ul. Francuska, Brynów-Osiedle Zgrzebnioka, Katowice, śląskie","Katowice, śląskie",1950.0,1950.0,,62.9,31.0,True,"(50.2576071, 19.0171456)",38
"ul. 11 Listopada 6, Dańdówka, Sosnowiec, śląskie","Sosnowiec, śląskie",3000.0,2300.0,700.0,46.88,64.0,True,"(50.27895, 19.1263859)",35
"Będzin, będziński, śląskie","będziński, śląskie",1700.0,1300.0,400.0,85.0,20.0,True,"(50.3089738, 19.14141)",30
"ul. Odrowążów, Janów-Nikiszowiec, Katowice, śląskie","Katowice, śląskie",3150.0,2300.0,850.0,49.22,64.0,True,"(50.2576071, 19.0171456)",38
"Osiedle Paderewskiego-Muchowiec, Katowice, śląskie","Katowice, śląskie",2450.0,1750.0,700.0,56.98,43.0,True,"(50.251319, 19.0320693)",36
"Dąb, Katowice, śląskie","Katowice, śląskie",1800.0,1800.0,,48.65,37.0,True,"(50.27602295, 18.99200291024328)",38
"Śródmieście, Bytom, śląskie","Bytom, śląskie",2400.0,2400.0,,61.54,39.0,True,"(50.3593826, 18.9223843)",26
"ul. Wojska Polskiego, Reden-Adamiecki, Reden, Dąbrowa Górnicza, śląskie","Dąbrowa Górnicza, śląskie",1300.0,1300.0,,32.5,40.0,True,"(50.330374, 19.1848234)",32
"ul. gen. Kazimierza Pułaskiego, Osiedle Paderewskiego-Muchowiec, Katowice, śląskie","Katowice, śląskie",4001.0,4000.0,1.0,56.35,71.0,True,"(50.2576071, 19.0171456)",38
"ul. Piękna, Brynów-Osiedle Zgrzebnioka, Katowice, śląskie","Katowice, śląskie",2430.0,1700.0,730.0,65.68,37.0,True,"(50.2576071, 19.0171456)",38
"ul. ks. bp. Arkadiusza Lisieckiego, Śródmieście, Katowice, śląskie","Katowice, śląskie",1700.0,1700.0,,42.5,40.0,True,"(50.2576071, 19.0171456)",38
"Bogucice, Katowice, śląskie","Katowice, śląskie",5800.0,5000.0,800.0,85.29,68.0,True,"(50.2640125, 19.03398230220011)",34
"Śródmieście, Katowice, śląskie","Katowice, śląskie",3300.0,2700.0,600.0,63.46,52.0,True,"(50.259795, 19.0217063)",37
"Centrum, Chorzów, śląskie","Chorzów, śląskie",1650.0,1300.0,350.0,66.0,25.0,True,"(50.2916931, 18.942978)",39
"ul. Powstańców, Śródmieście, Katowice, śląskie","Katowice, śląskie",2399.0,2399.0,,29.99,80.0,True,"(50.2576071, 19.0171456)",38
"Kasprzak, Gołonóg Południowy, Dąbrowa Górnicza, śląskie","Dąbrowa Górnicza, śląskie",1850.0,1500.0,350.0,66.07,28.0,True,"(50.330374, 19.1848234)",32
"ul. Bytkowska, Wełnowiec-Józefowiec, Katowice, śląskie","Katowice, śląskie",2400.0,2400.0,,52.17,46.0,True,"(50.2576071, 19.0171456)",38
"ul. Skautów, Sielec, Sosnowiec, śląskie","Sosnowiec, śląskie",2400.0,2200.0,200.0,58.54,41.0,False,"(50.27895, 19.1263859)",35
"ul. Kolista, Giszowiec, Katowice, śląskie","Katowice, śląskie",2340.0,1690.0,650.0,46.8,50.0,True,"(50.2576071, 19.0171456)",38
"Osiedle Tysiąclecia, Katowice, śląskie","Katowice, śląskie",2500.0,1800.0,700.0,51.02,49.0,True,"(50.2727182, 18.9824049)",41
"ul. gen. Kazimierza Pułaskiego, Osiedle Paderewskiego-Muchowiec, Katowice, śląskie","Katowice, śląskie",2650.0,2450.0,200.0,53.0,50.0,True,"(50.2576071, 19.0171456)",38
"ul. Juliusza Ligonia, Śródmieście, Katowice, śląskie","Katowice, śląskie",4200.0,4200.0,,44.21,95.0,True,"(50.2576071, 19.0171456)",38
"al. Aleja Zwycięstwa, Osiedle Młodych Hutników, Ząbkowice, Dąbrowa Górnicza, śląskie","Dąbrowa Górnicza, śląskie",3300.0,2700.0,600.0,73.33,45.0,True,"(50.330374, 19.1848234)",32
"ul. Józefa Rymera, Śródmieście, Katowice, śląskie","Katowice, śląskie",1050.0,1050.0,,70.0,15.0,True,"(50.2576071, 19.0171456)",38
"ul. Świerkowa, Chorzów Stary, Chorzów, śląskie","Chorzów, śląskie",3100.0,2300.0,800.0,64.58,48.0,True,"(50.2537455, 18.9383126)",40
