complete_address,city,price_total,price,rent,rent_sqm,sqm,is_furnished,coords,travel_time
"Osiedle Paderewskiego-Muchowiec, Katowice, śląskie","Katowice, śląskie",2250.0,2250.0,,52.33,43.0,True,"(50.251319, 19.0320693)",36
"ul. Warszawska, Śródmieście, Katowice, śląskie","Katowice, śląskie",2800.0,2400.0,400.0,112.0,25.0,True,"(50.2576071, 19.0171456)",38
"ul. Bartosza Głowackiego, Śródmieście, Katowice, śląskie","Katowice, śląskie",1850.0,1850.0,,42.05,44.0,True,"(50.2576071, 19.0171456)",38
"ul. Johna Baildona, Dąb, Katowice, śląskie","Katowice, śląskie",3900.0,3900.0,,54.17,72.0,True,"(50.2576071, 19.0171456)",38
"ul. Naftowa, Centrum / Śródmieście, Sosnowiec, śląskie","Sosnowiec, śląskie",1400.0,1000.0,400.0,56.0,25.0,True,"(50.27895, 19.1263859)",35
"ul. Juliana Ordona, Koszutka, Katowice, śląskie","Katowice, śląskie",2985.0,2000.0,985.0,85.29,35.0,True,"(50.2576071, 19.0171456)",38
"ul. Złota, Dąb, Katowice, śląskie","Katowice, śląskie",12002.0,12000.0,2.0,85.73,140.0,True,"(50.2576071, 19.0171456)",38
"ul. gen. Kazimierza Pułaskiego 27, Osiedle Paderewskiego-Muchowiec, Katowice, śląskie","Katowice, śląskie",2498.0,2498.0,,53.15,47.0,True,"(50.2576071, 19.0171456)",38
"Osiedle Paderewskiego-Muchowiec, Katowice, śląskie","Katowice, śląskie",5200.0,4500.0,700.0,104.0,50.0,True,"(50.251319, 19.0320693)",36
"Osiedle Paderewskiego-Muchowiec, Katowice, śląskie","Katowice, śląskie",2500.0,2500.0,,55.56,45.0,False,"(50.251319, 19.0320693)",36
"ul. Armii Krajowej, Ząbkowice, Ząbkowice, Dąbrowa Górnicza, śląskie","Dąbrowa Górnicza, śląskie",2003.0,1800.0,203.0,58.91,34.0,True,"(50.330374, 19.1848234)",32
"ul. Tadeusza Kościuszki, Centrum, Chorzów, śląskie","Chorzów, śląskie",2000.0,1700.0,300.0,74.07,27.0,True,"(50.2537455, 18.9383126)",40
"ul. Czeladzka, Pogoń, Sosnowiec, śląskie","Sosnowiec, śląskie",1600.0,1600.0,,27.12,59.0,True,"(50.27895, 19.1263859)",35
"ul. Karoliny, Bogucice, Katowice, śląskie","Katowice, śląskie",2249.0,1699.0,550.0,83.3,27.0,True,"(50.2576071, 19.0171456)",38
"rynek Rynek 24, Śródmieście, Bytom, śląskie","Bytom, śląskie",1451.0,1450.0,1.0,34.55,42.0,True,"(50.3466506, 18.9234069)",31
"Śródmieście, Bytom, śląskie","Bytom, śląskie",1599.0,1399.0,200.0,53.3,30.0,True,"(50.3593826, 18.9223843)",26
"ul. Tysiąclecia, Osiedle Tysiąclecia, Katowice, śląskie","Katowice, śląskie",2200.0,1600.0,600.0,59.46,37.0,True,"(50.2576071, 19.0171456)",38
"ul. Francuska 21, Śródmieście, Katowice, śląskie","Katowice, śląskie",1198.0,1100.0,98.0,39.93,30.0,True,"(50.2576071, 19.0171456)",38
"ul. Grabowa, Śródmieście, Bytom, śląskie","Bytom, śląskie",2252.0,2000.0,252.0,51.18,44.0,True,"(50.342812, 18.9120743)",31
"ulica Ceglana, osiedle STYLOVE, Brynów-Osiedle Zgrzebnioka, Katowice, śląskie","Katowice, śląskie",2400.0,2400.0,,66.67,36.0,True,"(50.2576071, 19.0171456)",38
"ul. Józefa Gallusa, Załęska Hałda-Brynów, Katowice, śląskie","Katowice, śląskie",2300.0,1600.0,700.0,51.11,45.0,True,"(50.2576071, 19.0171456)",38
"ul. gen. Jerzego Ziętka, Piekary Śląskie, śląskie","Piekary Śląskie, śląskie",890.0,890.0,,38.7,23.0,False,"(50.3686759, 18.9325362)",25
"ul. Szybowcowa, Osiedle Paderewskiego-Muchowiec, Katowice, śląskie","Katowice, śląskie",2707.0,2200.0,507.0,57.6,47.0,True,"(50.2576071, 19.0171456)",38
"Śródmieście, Bytom, śląskie","Bytom, śląskie",2282.0,1900.0,382.0,46.57,49.0,False,"(50.3593826, 18.9223843)",26
"ul. Księcia Władysława Opolskiego, Centrum, Chorzów, śląskie","Chorzów, śląskie",2663.0,2200.0,463.0,57.89,46.0,True,"(50.2537455, 18.9383126)",40
"ul. Raciborska, Śródmieście, Katowice, śląskie","Katowice, śląskie",2200.0,2200.0,,57.89,38.0,True,"(50.2576071, 19.0171456)",38
"Śródmieście, Bytom, śląskie","Bytom, śląskie",1999.0,1749.0,250.0,52.61,38.0,True,"(50.3593826, 18.9223843)",26
"ul. gen. Józefa Sowińskiego, Osiedle Paderewskiego-Muchowiec, Katowice, śląskie","Katowice, śląskie",2640.0,2100.0,540.0,60.0,44.0,True,"(50.2576071, 19.0171456)",38
"ul. Józefa Ryszki, Klimzowiec, Centrum, Chorzów, śląskie","Chorzów, śląskie",1750.0,1300.0,450.0,50.0,35.0,True,"(50.2537455, 18.9383126)",40
"ul. 21 Listopada, Czeladź, będziński, śląskie","będziński, śląskie",698.0,698.0,,22.52,31.0,False,"(50.31724945, 19.138881491319484)",32
"ul. Henryka Dąbrowskiego, Śródmieście, Katowice, śląskie","Katowice, śląskie",2100.0,1800.0,300.0,65.62,32.0,True,"(50.2576071, 19.0171456)",38
"ul. Johna Baildona 18c, Dąb, Katowice, śląskie","Katowice, śląskie",3046.0,2600.0,446.0,95.19,32.0,True,"(50.2576071, 19.0171456)",38
"ul. Stefana Czarnieckiego, Zawodzie, Katowice, śląskie","Katowice, śląskie",1620.0,1500.0,120.0,81.0,20.0,True,"(50.2576071, 19.0171456)",38
"ul. Jana Smolenia 4, Śródmieście, Bytom, śląskie","Bytom, śląskie",938.0,938.0,,23.45,40.0,False,"(50.342812, 18.9120743)",31
"Śródmieście, Katowice, śląskie","Katowice, śląskie",2238.0,1690.0,548.0,69.94,32.0,True,"(50.259795, 19.0217063)",37
"Stary Sosnowiec, Sosnowiec, śląskie","Sosnowiec, śląskie",2900.0,2600.0,300.0,50.0,58.0,True,"(50.2822072, 19.1189568)",32
"ul. Łączna, Zawodzie, Katowice, śląskie","Katowice, śląskie",2801.0,2800.0,1.0,50.02,56.0,True,"(50.2576071, 19.0171456)",38
"ul. Bolesława Chrobrego, Osiedle Tysiąclecia, Katowice, śląskie","Katowice, śląskie",2660.0,1900.0,760.0,46.67,57.0,True,"(50.2576071, 19.0171456)",38
"ul. Zwycięstwa, Będzin, będziński, śląskie","będziński, śląskie",1700.0,1700.0,,42.5,40.0,True,"(50.31724945, 19.138881491319484)",32
"Czeladź, będziński, śląskie","będziński, śląskie",1200.0,1200.0,,27.27,44.0,False,"(50.31879875, 19.09582409097177)",29
"ul. Tysiąclecia, Osiedle Tysiąclecia, Katowice, śląskie","Katowice, śląskie",2890.0,2400.0,490.0,70.49,41.0,True,"(50.2576071, 19.0171456)",38
"ul. Jana Smolenia, Śródmieście, Bytom, śląskie","Bytom, śląskie",1000.0,1000.0,,22.22,45.0,False,"(50.342812, 18.9120743)",31
"Centrum, Siemianowice Śląskie, śląskie","Siemianowice Śląskie, śląskie",1500.0,1500.0,,41.67,36.0,True,"(50.2951929, 19.035367665389575)",34
"ul. Jana Kilińskiego, Śródmieście, Katowice, śląskie","Katowice, śląskie",2301.0,2300.0,1.0,57.52,40.0,True,"(50.2576071, 19.0171456)",38
"Kasprzak, Gołonóg Południowy, Dąbrowa Górnicza, śląskie","Dąbrowa Górnicza, śląskie",1750.0,1750.0,,38.89,45.0,True,"(50.330374, 19.1848234)",32
"ul. Mikołaja Kopernika, Będzin, będziński, śląskie","będziński, śląskie",2230.0,1600.0,630.0,47.45,47.0,True,"(50.31724945, 19.138881491319484)",32
"Dąb, Katowice, śląskie","Katowice, śląskie",2250.0,2250.0,,36.29,62.0,True,"(50.27602295, 18.99200291024328)",38
"ul. Pusta, Pogoń, Sosnowiec, śląskie","Sosnowiec, śląskie",1700.0,1600.0,100.0,56.67,30.0,True,"(50.27895, 19.1263859)",35
"ul. Piastów, Osiedle Tysiąclecia, Katowice, śląskie","Katowice, śląskie",2700.0,1900.0,800.0,49.09,55.0,False,"(50.2576071, 19.0171456)",38
"ul. Strzelców Bytomskich, Centrum, Chorzów, śląskie","Chorzów, śląskie",1350.0,1200.0,150.0,54.0,25.0,True,"(50.2537455, 18.9383126)",40
"ul. Fryderyka Chopina, Mysłowice, śląskie","Mysłowice, śląskie",3450.0,2800.0,650.0,84.15,41.0,False,"(50.2171942, 19.1235153)",36
"ul. Morawa, Szopienice-Burowiec, Katowice, śląskie","Katowice, śląskie",2900.0,2700.0,200.0,56.86,51.0,True,"(50.2576071, 19.0171456)",38
"ul. Ludomira Różyckiego, Mysłowice, śląskie","Mysłowice, śląskie",1870.0,1250.0,620.0,56.67,33.0,False,"(50.2171942, 19.1235153)",36
"ul. Kowalska, Bogucice, Katowice, śląskie","Katowice, śląskie",1600.0,1600.0,,44.44,36.0,False,"(50.2576071, 19.0171456)",38
"ul. Cicha, Dąb, Katowice, śląskie","Katowice, śląskie",2500.0,1650.0,850.0,45.45,55.0,True,"(50.2576071, 19.0171456)",38
"ul. Brata Alberta, Śródmieście, Katowice, śląskie","Katowice, śląskie",3230.0,2780.0,450.0,75.12,43.0,True,"(50.2576071, 19.0171456)",38
"Bogucice, Katowice, śląskie","Katowice, śląskie",2600.0,2100.0,500.0,86.67,30.0,False,"(50.2640125, 19.03398230220011)",34
"ul. Brata Alberta, Śródmieście, Katowice, śląskie","Katowice, śląskie",2979.0,2579.0,400.0,85.11,35.0,True,"(50.2576071, 19.0171456)",38
"ul. Stanisława Małachowskiego 46, Będzin, będziński, śląskie","będziński, śląskie",1001.0,1000.0,1.0,45.5,22.0,True,"(50.31724945, 19.138881491319484)",32
"Klimzowiec, Centrum, Chorzów, śląskie","Chorzów, śląskie",2700.0,2000.0,700.0,41.54,65.0,False,"(50.2859309, 18.9536203)",40
"Dąb, Katowice, śląskie","Katowice, śląskie",3000.0,2250.0,750.0,48.39,62.0,True,"(50.27602295, 18.99200291024328)",38
"Śródmieście, Bytom, śląskie","Bytom, śląskie",1390.0,900.0,490.0,40.88,34.0,True,"(50.3593826, 18.9223843)",26
"ul. Tysiąclecia 19, Osiedle Tysiąclecia, Katowice, śląskie","Katowice, śląskie",1740.0,1350.0,390.0,72.5,24.0,True,"(50.2576071, 19.0171456)",38
"Pogoń, Sosnowiec, śląskie","Sosnowiec, śląskie",950.0,750.0,200.0,23.17,41.0,True,"(50.301919850000004, 19.132456365631022)",28
"al. Józefa Piłsudskiego, Siewierz, Siewierz, będziński, śląskie","będziński, śląskie",1880.0,1400.0,480.0,47.0,40.0,True,"(50.31724945, 19.138881491319484)",32
"ul. Niepodległości, Pogoń, Sosnowiec, śląskie","Sosnowiec, śląskie",2250.0,2000.0,250.0,70.31,32.0,True,"(50.27895, 19.1263859)",35
"Centrum, Chorzów, śląskie","Chorzów, śląskie",2365.0,1800.0,565.0,71.67,33.0,True,"(50.2916931, 18.942978)",39
"ul. Szopienicka, Janów-Nikiszowiec, Katowice, śląskie","Katowice, śląskie",2300.0,1800.0,500.0,41.82,55.0,True,"(50.2576071, 19.0171456)",38
"Śródmieście, Bytom, śląskie","Bytom, śląskie",1650.0,1650.0,,23.24,71.0,False,"(50.3593826, 18.9223843)",26
"Zagórze Północ, Sosnowiec, śląskie","Sosnowiec, śląskie",1450.0,1450.0,,32.22,45.0,True,"(50.27895, 19.1263859)",35
"Chorzów II, Chorzów, śląskie","Chorzów, śląskie",1450.0,1450.0,,30.85,47.0,True,"(50.2947346, 18.934470080269552)",39
"ul. Michała Grażyńskiego, Koszutka, Katowice, śląskie","Katowice, śląskie",3400.0,3400.0,,52.31,65.0,True,"(50.2576071, 19.0171456)",38
"Wełnowiec-Józefowiec, Katowice, śląskie","Katowice, śląskie",2450.0,1950.0,500.0,64.47,38.0,True,"(50.2911077, 19.00786748480725)",35
"ul. Grabowa, Śródmieście, Bytom, śląskie","Bytom, śląskie",2252.0,2000.0,252.0,51.18,44.0,True,"(50.342812, 18.9120743)",31
"ul. Gustawa Morcinka, Koszutka, Katowice, śląskie","Katowice, śląskie",2060.0,1500.0,560.0,45.78,45.0,True,"(50.2576071, 19.0171456)",38
"ul. Parkowa, Centrum, Siemianowice Śląskie, śląskie","Siemianowice Śląskie, śląskie",1500.0,1500.0,,41.67,36.0,True,"(50.2987309, 19.035211)",31
"Centrum / Śródmieście, Sosnowiec, śląskie","Sosnowiec, śląskie",2201.0,2200.0,1.0,33.35,66.0,True,"(50.30136995, 19.137234784534655)",28
"Śródmieście, Katowice, śląskie","Katowice, śląskie",1750.0,1400.0,350.0,97.22,18.0,True,"(50.259795, 19.0217063)",37
"Osiedle Tysiąclecia, Katowice, śląskie","Katowice, śląskie",2450.0,2000.0,450.0,45.37,54.0,True,"(50.2727182, 18.9824049)",41
"al. Tadeusza Kościuszki, Śródmieście, Śródmieście, Dąbrowa Górnicza, śląskie","Dąbrowa Górnicza, śląskie",1960.0,1500.0,460.0,52.97,37.0,True,"(50.3250888, 19.1864265)",32
"ul. Litewska, Pogoń, Sosnowiec, śląskie","Sosnowiec, śląskie",1300.0,1300.0,,43.33,30.0,False,"(50.27895, 19.1263859)",35
"ul. Szybowcowa, Osiedle Paderewskiego-Muchowiec, Katowice, śląskie","Katowice, śląskie",2445.0,2000.0,445.0,59.63,41.0,True,"(50.2576071, 19.0171456)",38
"ul. Janusza Korczaka, Reden-Adamiecki, Reden, Dąbrowa Górnicza, śląskie","Dąbrowa Górnicza, śląskie",1745.0,1350.0,395.0,44.74,39.0,True,"(50.330374, 19.1848234)",32
"ul. Adama Mickiewicza, Mysłowice, śląskie","Mysłowice, śląskie",3000.0,2100.0,900.0,60.0,50.0,True,"(50.2171942, 19.1235153)",36
"ul. Łagiewnicka, Chorzów II, Chorzów, śląskie","Chorzów, śląskie",2105.0,1900.0,205.0,42.96,49.0,True,"(50.2537455, 18.9383126)",40
"Śródmieście, Bytom, śląskie","Bytom, śląskie",1400.0,1400.0,,38.89,36.0,False,"(50.3593826, 18.9223843)",26
"Dąb, Katowice, śląskie","Katowice, śląskie",3000.0,2250.0,750.0,48.39,62.0,False,"(50.27602295, 18.99200291024328)",38
"ul. Długa, Chorzów Batory, Chorzów, śląskie","Chorzów, śląskie",3500.0,3000.0,500.0,62.5,56.0,True,"(50.2537455, 18.9383126)",40
"Górka Gołonoska, Gołonóg Wschodni, Dąbrowa Górnicza, śląskie","Dąbrowa Górnicza, śląskie",750.0,750.0,,13.64,55.0,True,"(50.330374, 19.1848234)",32
"Centrum, Chorzów, śląskie","Chorzów, śląskie",2500.0,2500.0,,29.07,86.0,True,"(50.2916931, 18.942978)",39
"ul. Szybowcowa, Osiedle Paderewskiego-Muchowiec, Katowice, śląskie","Katowice, śląskie",2850.0,2400.0,450.0,71.25,40.0,True,"(50.2576071, 19.0171456)",38
"ul. Wojciecha, Giszowiec, Katowice, śląskie","Katowice, śląskie",2501.0,2500.0,1.0,41.68,60.0,True,"(50.2576071, 19.0171456)",38
"ul. Stefana Czarnieckiego, Zawodzie, Katowice, śląskie","Katowice, śląskie",2370.0,2200.0,170.0,94.8,25.0,True,"(50.2576071, 19.0171456)",38
"Środula, Sosnowiec, śląskie","Sosnowiec, śląskie",2190.0,2190.0,,60.83,36.0,True,"(50.3072222, 19.1569444)",32
"ul. Stanisława Małachowskiego 8/12, Centrum / Śródmieście, Sosnowiec, śląskie","Sosnowiec, śląskie",1500.0,1500.0,,62.5,24.0,True,"(50.27895, 19.1263859)",35
"Śródmieście, Bytom, śląskie","Bytom, śląskie",1600.0,1600.0,,43.24,37.0,False,"(50.3593826, 18.9223843)",26
"Pierwsza Dzielnica ul. Góreckiego, Bogucice, Katowice, śląskie","Katowice, śląskie",2600.0,2599.0,1.0,60.47,43.0,True,"(50.2576071, 19.0171456)",38
"ul. dr. Andrzeja Mielęckiego, Centrum, Chorzów, śląskie","Chorzów, śląskie",1359.0,1250.0,109.0,19.41,70.0,False,"(50.2537455, 18.9383126)",40
"ul. Johna Baildona, Dąb, Katowice, śląskie","Katowice, śląskie",3000.0,2250.0,750.0,48.39,62.0,True,"(50.2576071, 19.0171456)",38
"Śródmieście, Katowice, śląskie","Katowice, śląskie",3000.0,3000.0,,75.0,40.0,False,"(50.259795, 19.0217063)",37
"ul. Marii Konopnickiej, Będzin, będziński, śląskie","będziński, śląskie",2150.0,1800.0,350.0,53.75,40.0,True,"(50.31724945, 19.138881491319484)",32
"Stary Sosnowiec, Sosnowiec, śląskie","Sosnowiec, śląskie",1750.0,1200.0,550.0,51.47,34.0,False,"(50.2822072, 19.1189568)",32
"ul. Saint Etienne, Zawodzie, Katowice, śląskie","Katowice, śląskie",1301.0,1300.0,1.0,24.55,53.0,True,"(50.2576071, 19.0171456)",38
"ul. Partyzantów, Będzin, będziński, śląskie","będziński, śląskie",1960.0,1400.0,560.0,56.0,35.0,True,"(50.31724945, 19.138881491319484)",32
"Mysłowice, śląskie","Mysłowice, śląskie",2400.0,1750.0,650.0,55.81,43.0,True,"(50.2171942, 19.1235153)",36
"ul. 11 Listopada, Klimontów, Sosnowiec, śląskie","Sosnowiec, śląskie",1840.0,1550.0,290.0,80.0,23.0,False,"(50.27895, 19.1263859)",35
"ul. Francuska, Osiedle Paderewskiego-Muchowiec, Katowice, śląskie","Katowice, śląskie",4270.0,3500.0,770.0,68.87,62.0,True,"(50.2576071, 19.0171456)",38
"Osiedle Paderewskiego-Muchowiec, Katowice, śląskie","Katowice, śląskie",3269.0,2499.0,770.0,69.55,47.0,True,"(50.251319, 19.0320693)",36
"Rozbark, Bytom, śląskie","Bytom, śląskie",1700.0,1700.0,,32.69,52.0,True,"(50.341924000000006, 18.926691889543118)",29
"Pogoń, Sosnowiec, śląskie","Sosnowiec, śląskie",1766.0,1400.0,366.0,46.47,38.0,False,"(50.301919850000004, 19.132456365631022)",28
"ul. 11 Listopada, Chorzów II, Chorzów, śląskie","Chorzów, śląskie",1450.0,1250.0,200.0,51.79,28.0,True,"(50.2537455, 18.9383126)",40
"ul. Zwycięstwa, Czeladź, będziński, śląskie","będziński, śląskie",2500.0,1800.0,700.0,52.08,48.0,True,"(50.31724945, 19.138881491319484)",32
"al. Tadeusza Kościuszki, Śródmieście, Śródmieście, Dąbrowa Górnicza, śląskie","Dąbrowa Górnicza, śląskie",1600.0,1250.0,350.0,44.44,36.0,True,"(50.3250888, 19.1864265)",32
"ul. Henryka Dąbrowskiego, Śródmieście, Katowice, śląskie","Katowice, śląskie",1916.0,1550.0,366.0,73.69,26.0,True,"(50.2576071, 19.0171456)",38
"Stary Sosnowiec, Sosnowiec, śląskie","Sosnowiec, śląskie",1901.0,1900.0,1.0,29.7,64.0,False,"(50.2822072, 19.1189568)",32
"ul. Sokolska, Śródmieście, Katowice, śląskie","Katowice, śląskie",3800.0,3800.0,,58.46,65.0,True,"(50.2576071, 19.0171456)",38
"Centrum, Chorzów, śląskie","Chorzów, śląskie",1300.0,1150.0,150.0,56.52,23.0,True,"(50.2916931, 18.942978)",39
"Stary Sosnowiec, Sosnowiec, śląskie","Sosnowiec, śląskie",1800.0,1200.0,600.0,54.55,33.0,True,"(50.2822072, 19.1189568)",32
"ul. Dobra, Dąb, Katowice, śląskie","Katowice, śląskie",2540.0,1900.0,640.0,56.44,45.0,False,"(50.2576071, 19.0171456)",38
"ul. Piastów 18, Osiedle Tysiąclecia, Katowice, śląskie","Katowice, śląskie",1590.0,1590.0,,56.79,28.0,True,"(50.2576071, 19.0171456)",38
"ul. Zagłębiowska, Niwka, Sosnowiec, śląskie","Sosnowiec, śląskie",1750.0,1350.0,400.0,46.05,38.0,True,"(50.27895, 19.1263859)",35
"ul. Marii Curie-Skłodowskiej, Piekary Śląskie, śląskie","Piekary Śląskie, śląskie",2050.0,1500.0,550.0,34.17,60.0,True,"(50.3686759, 18.9325362)",25
"ul. Kazimiery Iłłakowiczówny, Koszutka, Katowice, śląskie","Katowice, śląskie",2500.0,1900.0,600.0,65.79,38.0,True,"(50.2576071, 19.0171456)",38
"Śródmieście, Katowice, śląskie","Katowice, śląskie",1800.0,1800.0,,72.0,25.0,True,"(50.259795, 19.0217063)",37
"ul. Karola Miarki, Mysłowice, śląskie","Mysłowice, śląskie",1990.0,1990.0,,38.27,52.0,True,"(50.2171942, 19.1235153)",36
"Bytkowska Park, Wełnowiec-Józefowiec, Katowice, śląskie","Katowice, śląskie",2300.0,2300.0,,48.94,47.0,True,"(50.2576071, 19.0171456)",38
"Śródmieście, Katowice, śląskie","Katowice, śląskie",2666.0,1900.0,766.0,53.32,50.0,True,"(50.259795, 19.0217063)",37
"ul. Szybowcowa, Osiedle Paderewskiego-Muchowiec, Katowice, śląskie","Katowice, śląskie",3300.0,2600.0,700.0,60.0,55.0,True,"(50.2576071, 19.0171456)",38
"ul. Chorzowska, Osiedle Tysiąclecia, Katowice, śląskie","Katowice, śląskie",3200.0,2400.0,800.0,74.42,43.0,True,"(50.2576071, 19.0171456)",38
"Osiedle Tysiąclecia, Katowice, śląskie","Katowice, śląskie",2700.0,2300.0,400.0,71.05,38.0,True,"(50.2727182, 18.9824049)",41
"ul. Józefa Ignacego Kraszewskiego, Klimontów, Sosnowiec, śląskie","Sosnowiec, śląskie",2537.0,1900.0,637.0,66.76,38.0,True,"(50.27895, 19.1263859)",35
"Nowe Tysiąclecie, Osiedle Tysiąclecia, Katowice, śląskie","Katowice, śląskie",3320.0,2500.0,820.0,77.21,43.0,True,"(50.2576071, 19.0171456)",38
"3-go Maja, Chorzów II, Chorzów, śląskie","Chorzów, śląskie",990.0,990.0,,30.94,32.0,True,"(50.2537455, 18.9383126)",40
"ul. Armii Krajowej, Ząbkowice, Ząbkowice, Dąbrowa Górnicza, śląskie","Dąbrowa Górnicza, śląskie",1680.0,1500.0,180.0,67.2,25.0,True,"(50.330374, 19.1848234)",32
"ul. gen. Józefa Sowińskiego, Osiedle Paderewskiego-Muchowiec, Katowice, śląskie","Katowice, śląskie",1900.0,1500.0,400.0,63.33,30.0,False,"(50.2576071, 19.0171456)",38
"Śródmieście, Bytom, śląskie","Bytom, śląskie",1590.0,1200.0,390.0,44.17,36.0,True,"(50.3593826, 18.9223843)",26
"Siewierz, Siewierz, będziński, śląskie","będziński, śląskie",3000.0,2500.0,500.0,71.43,42.0,True,"(50.47924, 19.2374613)",20
"ul. Tysiąclecia, Osiedle Tysiąclecia, Katowice, śląskie","Katowice, śląskie",3200.0,2400.0,800.0,71.11,45.0,True,"(50.2576071, 19.0171456)",38
"Siewierz, Siewierz, będziński, śląskie","będziński, śląskie",3200.0,2500.0,700.0,64.0,50.0,True,"(50.47924, 19.2374613)",20
"ul. Szybowcowa, Osiedle Paderewskiego-Muchowiec, Katowice, śląskie","Katowice, śląskie",3303.0,2700.0,603.0,68.81,48.0,True,"(50.2576071, 19.0171456)",38
"Zagórze Północ, Sosnowiec, śląskie","Sosnowiec, śląskie",2300.0,2300.0,,51.11,45.0,True,"(50.27895, 19.1263859)",35
"Osiedle Paderewskiego-Muchowiec, Katowice, śląskie","Katowice, śląskie",2850.0,2400.0,450.0,71.25,40.0,True,"(50.251319, 19.0320693)",36
"Bogucice, Katowice, śląskie","Katowice, śląskie",2400.0,2400.0,,58.54,41.0,True,"(50.2640125, 19.03398230220011)",34
"ul. Mariacka 12, Pogoń, Sosnowiec, śląskie","Sosnowiec, śląskie",1750.0,1100.0,650.0,67.31,26.0,True,"(50.27895, 19.1263859)",35
"ul. Wolności, Centrum, Chorzów, śląskie","Chorzów, śląskie",1200.0,1200.0,,34.29,35.0,False,"(50.2537455, 18.9383126)",40
"al. Tadeusza Kościuszki, Śródmieście, Śródmieście, Dąbrowa Górnicza, śląskie","Dąbrowa Górnicza, śląskie",2560.0,1800.0,760.0,47.41,54.0,True,"(50.3250888, 19.1864265)",32
"ul. Jana Matejki, Śródmieście, Katowice, śląskie","Katowice, śląskie",2047.0,1550.0,497.0,63.97,32.0,False,"(50.2576071, 19.0171456)",38
"ul. Tysiąclecia, Osiedle Tysiąclecia, Katowice, śląskie","Katowice, śląskie",2200.0,2200.0,,68.75,32.0,True,"(50.2576071, 19.0171456)",38
"ul. Długa, Chorzów Batory, Chorzów, śląskie","Chorzów, śląskie",1630.0,1100.0,530.0,47.94,34.0,False,"(50.2537455, 18.9383126)",40
